text,label
"TV ka display pe reflections aate hain, sunlight mein dekhna mushkil ho jaata hai.",0
"Screen size bohot bada tha, room ke liye space jyada ho gaya tha.",0
"Remote ka design achha nahi hai, buttons ko press karna thoda mushkil hota hai.",0
"TV ka installation process complex tha, properly set up nahi ho paaya tha.",0
"Sound output kaafi metallic hai, natural sound experience nahi milta.",0
"TV mein Wi-Fi connection kaafi weak hai, baar baar disconnect hota hai.",0
"Picture brightness low hai, raat ke time thik se dekhna bhi mushkil hota hai.",0
"TV mein apps crash karte hain, kaafi frustrating hota hai.",0
"TV ka motion handling kaafi poor hai, fast moving scenes blur ho jaate hain.",0
"TV mein remote ka signal kabhi kabhi break ho jaata hai, response slow hota hai.",0
"TV ka setup process complicated tha, zaroori accessories bhi missing thi.",0
"Display kaafi dull hai, aur colors kaafi washed out lagte hain.",0
"TV mein input lag kaafi noticeable hai, gaming ke liye ideal nahi hai.",0
"Picture sharpness kaafi low hai, koi clear details nahi milti.",0
"Sound quality kaafi flat hai, bass zyada deep nahi hai.",0
"TV mein built-in apps kaafi slow hain, load hone mein time lagta hai.",0
Brightness adjust karne ka option kaafi limited hai.,0
"TV mein apps kaafi outdated hain, koi bhi update nahi milti.",0
"TV ka build quality bohot flimsy hai, feel nahi hota premium.",0
"Smart TV kaafi laggy hai, apps load karte waqt hang ho jata hai.",0
"Picture clarity ke liye TV kaafi bekar hai, colors unrealistic lagte hain.",0
"Sound system bohot average hai, movie experience utna accha nahi hota.",0
"TV ka screen size over-sized hai, chhote rooms ke liye suitable nahi hai.",0
"Remote kaafi complex hai, buttons ko press karna mushkil hota hai.",0
"TV ka interface laggy hai, apps ka performance slow hai.",0
"TV mein refresh rate low hai, fast action scenes ke liye bekar hai.",0
"TV ka viewing angle limited hai, bas front se achha dikhayi deta hai.",0
"Picture contrast accha nahi hai, scenes dull lagte hain.",0
"TV ki build quality kaafi cheap lagti hai, premium feel nahi milti.",0
"TV ke ports kaafi hard to access hain, connectivity thoda problematic hai.",0
"Sound quality kaafi low hai, volume badhane pe clarity loss ho jaati hai.",0
"TV ka motion handling bohot poor hai, fast moving scenes blur ho jate hain.",0
"Display brightness kaafi low hai, sunlight mein dekhna mushkil hota hai.",0
"TV mein HDMI ports kam hain, ek hi device connect kar sakte hain.",0
"TV mein voice assistant kaafi useless hai, commands properly samajhta nahi.",0
"TV ka software kaafi outdated hai, apps crash karte hain.",0
"TV mein color accuracy kaafi poor hai, unrealistic colors dikhayi dete hain.",0
"TV ka design outdated hai, bilkul modern look nahi hai.",0
"TV mein streaming services kaafi slow hain, buffering kaafi hota hai.",0
"TV ki overall quality kaafi disappointing hai, budget ke liye bhi accha nahi hai.",0
"Sound clarity kaafi poor hai, high volume par distortion hota hai.",0
"Display kaafi dull lagta hai, colors vibrant nahi dikhayi dete.",0
"Picture sharpness kaafi poor hai, kuch bhi sharp dikhayi nahi deta.",0
"TV mein voice search kaafi slow hai, commands samajhne mein time lagta hai.",0
TV ki brightness control karna kaafi mushkil hota hai.,0
"Remote ka response kaafi slow hai, kabhi kabhi remote ke buttons kaam nahi karte.",0
"TV ka color saturation kaafi low hai, natural look nahi milta.",0
"TV mein lag hota hai, apps load karte waqt freeze ho jaata hai.",0
"TV mein fast-moving scenes clear nahi dikhayi dete, motion blur bohot hota hai.",0
"TV ka interface complex hai, apps search karte waqt dikkatein hoti hain.",0
"Picture quality thik nahi hai, HD content bhi bilkul sharp nahi dikhta.",0
"TV ka installation time kaafi zyada tha, technician time par nahi aaya.",0
"TV ka app store kaafi limited hai, koi bhi new app easily available nahi hota.",0
"Yeh smartwatch bilkul useless hai, battery bohot jaldi drain hoti hai.",0
"Mera heart rate monitor accurate nahi hai, kuch samajh nahi aata.",0
"Iski display bahut dim hai, sunlight mein kuch bhi nahi dikhai deta.",0
"Iske features bohot confusing hain, use karne mein mushkil hoti hai.",0
"Battery backup bahut hi bekar hai, din bhar kaam karne ke baad bhi charge karna padta hai.",0
"Watch ko sync karna bohot tedious hai, baar baar disconnect ho jaata hai.",0
"Yeh watch apne aap restart hoti rehti hai, bohot irritating hai.",0
"Build quality achi nahi hai, thoda gir gaya toh damage ho gaya.",0
"Water resistant ka feature bas naam ka hai, pani mein dalne par damage ho gaya.",0
"Fitness tracking bilkul inaccurate hai, steps count karna galat ho jaata hai.",0
"Call notifications bahut late aati hain, kabhi kabhi miss ho jaati hain.",0
"Watch face options bohot limited hain, kuch bhi change nahi kar sakte.",0
"Yeh smartwatch mein GPS feature bohot bekar hai, tracking kabhi accurate nahi hoti.",0
"Pehna gaya uncomfortable hai, wrist pe irritation hoti hai.",0
"Watch ka design bohot outdated hai, looks cheap lagti hai.",0
"Voice assistant kaafi slow hai, commands samajhne mein dikkat hoti hai.",0
"Charging cable bohot short hai, convenient nahi hai.",0
"Sleep tracking ka feature galat data dikhata hai, sleep cycle track karne mein problem hoti hai.",0
"Fitness modes bohot kam hain, basic level tak hi limited hain.",0
"Call quality bohot poor hai, baat karne mein dikkat hoti hai.",0
"Iska display flicker karta hai, use karte waqt irritating hota hai.",0
"Watch ka performance slow hai, kuch bhi use karte waqt hang ho jaata hai.",0
Battery drain ho jaati hai jab bhi Wi-Fi ya Bluetooth on hota hai.,0
"Display touch response bohot slow hai, baar baar tap karna padta hai.",0
Yeh smartwatch high price ke hisaab se bilkul bhi value for money nahi hai.,0
"Fitness tracker kaafi inaccurate hai, weight loss ko track karna impossible ho jaata hai.",0
"Wrist pe pehna bahut heavy lagta hai, comfortable nahi hai.",0
"Watch faces customizable nahi hain, ek hi look hai.",0
Iska Bluetooth connection frequently disconnect ho jaata hai.,0
"Yeh smartwatch apps bohot limited hai, koi interesting app download nahi kar sakte.",0
"Voice calling feature kaafi low quality hai, sound bohot unclear hota hai.",0
"Heart rate monitor galat readings deta hai, bohot unreliable hai.",0
"Watch mein notifications clear nahi dikhayi deti, small font size hai.",0
"Yeh smartwatch bohot jaldi slow ho jaata hai, few weeks mein hi lag feel hone lagta hai.",0
"Watch ka strap bohot low quality ka hai, jaldi wear and tear hota hai.",0
Fitness tracker notifications baar baar delay hoti hain.,0
"Yeh watch bohot large hai, small wrist walon ke liye uncomfortable hai.",0
"Camera control feature kaafi useless hai, kabhi work nahi karta.",0
"Sleep monitor feature kaafi inaccurate hai, kabhi bhi data galat dikhata hai.",0
"Yeh smartwatch regularly freeze ho jaata hai, restart karna padta hai.",0
"Battery charging time bohot zyada hai, ghanto lag jaate hain.",0
"Yeh watch screen bahut fragile hai, easily crack ho jaati hai.",0
Watch ka performance time ke saath deteriorate ho jaata hai.,0
Yeh smartwatch ek hi brand ke phone ke saath hi properly connect hota hai.,0
"Watch mein apps bohot limited hain, basic functionalities ke alawa kuch nahi hai.",0
"Yeh smartwatch fitness ko track nahi karta, bohot inaccurate hai.",0
"GPS tracking feature kaafi bekar hai, map galat dikhata hai.",0
"Yeh watch ko control karne ke liye app bohot complex hai, samajh nahi aata.",0
"Pehne par heavy lagti hai, daily use ke liye uncomfortable hai.",0
"Yeh smartwatch ka display brightness kaafi kam hai, kabhi bhi clearly dekh nahi sakte.",0
"Yeh watch ka design bilkul bhi stylish nahi hai, outdated lagti hai.",0
Iski health monitoring features bohot inaccurate hain.,0
"Charging port bohot fragile hai, bahut jaldi damage ho jaata hai.",0
"Yeh smartwatch ka vibration feature kaafi weak hai, notifications feel nahi hoti.",0
Watch mein GPS functionality properly work nahi karti.,0
"Yeh smartwatch baar baar reset ho jaati hai, annoying ho jaata hai.",0
Yeh smartwatch waterproof hone ke bawajood thoda pani lagne par damage ho gayi.,0
"Watch ka display khudko adjust nahi kar pata, harsh sunlight mein use karna mushkil hota hai.",0
"Yeh smartwatch se calls receive karna bohot difficult hai, sound quality bohot low hai.",0
"Watch mein update karte waqt hamesha error aata hai, update ka process slow hai.",0
"Fitness tracking features bohot kamzor hai, accurate readings nahi milti.",0
Yeh smartwatch bohot slow ho jaati hai jab bohot saare apps open hote hain.,0
Yeh watch battery issues ke wajah se practically useless ho gayi hai.,0
"Watch ka touch screen kaafi unresponsive hai, baar baar tap karna padta hai.",0
"Yeh smartwatch jab bhi charge hoti hai, overheat ho jaati hai.",0
"Yeh watch bahut heavy hai, wrist pe uncomfortable feel hoti hai.",0
"Yeh watch fitness tracking mein bhi fail hai, steps accurate count nahi hote.",0
"Yeh watch ka display toh blur hota hai, kuch bhi clearly dekh nahi sakte.",0
"Watch ka design toh blur hai, stylish lagta nahi hai.",0
Yeh smartwatch ke sensors kabhi accurate readings nahi dete.,0
"Yeh watch display brightness mein improvement ki zaroorat hai, sunlight mein kuch bhi dikhayi nahi deta.",0
"Yeh smartwatch slow and laggy hai, use karte waqt frustration hoti hai.",0
"Yeh smartwatch ka quality build kaafi low hai, jaldi damage ho jaati hai.",0
Yeh smartwatch fitness tracking features bohot limited hain.,0
Yeh watch ka touch screen response bohot poor hai.,0
Yeh smartwatch daily use ke liye bilkul bhi convenient nahi hai.,0
"Yeh smartwatch mujhe time pe charge nahi hoti, battery issues hain.",0
Yeh smartwatch connectivity issues ke wajah se kaafi frustrating ho jaati hai.,0
"Yeh watch kabhi bhi data sync nahi karti, bohot baar try karne par bhi error milta hai.",0
Yeh smartwatch mein heart rate monitor galat data dikhata hai.,0
"Yeh smartwatch ka style bohot boring hai, kisi bhi occasion ke liye appropriate nahi lagti.",0
"Battery backup bilkul bekaar hai, pura din nahi chalti.",0
"Phone baar-baar hang hota hai, kaam karna mushkil hai.",0
"Camera quality ekdum ghatiya hai, photos bilkul blurry aati hain.",0
"Price ke hisaab se features nahi hain, paisa waste lagta hai.",0
Speaker ki sound quality bohot low hai.,0
"Network connectivity issue aata hai, calls disconnect ho jaati hain.",0
"Charging speed bahut slow hai, pura din lag jata hai charge hone me.",0
Display ka resolution bohot hi poor hai.,0
"Build quality cheap plastic ki lagti hai, bilkul durable nahi.",0
"Software updates nahi milte, phone outdated lagta hai.",0
Heating issue ke wajah se phone use karna mushkil ho gaya hai.,0
"Screen bahut jaldi scratch ho jaati hai, quality nahi hai.",0
"Touch response slow hai, bilkul smooth nahi lagta.",0
"Earphone jack kaam nahi karta properly, sound distort hoti hai.",0
"Fingerprint sensor accurate nahi hai, baar-baar error show karta hai.",0
Storage kam hai aur expand karne ka option bhi nahi diya.,0
"Auto-restart hone lagta hai, data loss ho jata hai.",0
"Design basic lagta hai, premium feel bilkul nahi deta.",0
"Gaming performance pathetic hai, frame drops hote hain.",0
"Customer service experience bohot bura tha, koi help nahi mili.",0
"Phone ki body bohot fragile hai, thoda sa girne par toot gaya.",0
Battery health ek mahine mein hi kharab ho gayi.,0
Dual SIM ka feature properly kaam nahi karta.,0
"Display mein light bleed hai, viewing experience kharab karta hai.",0
"Pre-installed apps zyada hain, storage waste ho gaya.",0
"WiFi connectivity issue rehta hai, baar-baar disconnect hota hai.",0
Call quality itni poor hai ki saamne wale ki awaaz nahi sunai deti.,0
"Camera mein night mode kaam ka nahi hai, bilkul dark photos aati hain.",0
Build quality itni poor hai ki ek mahine mein scratches aa gaye.,0
"Software crashes hote rehte hain, kaam nahi kar pata properly.",0
"Phone ka weight zyada hai, carry karna mushkil lagta hai.",0
Brightness itni low hai ki sunlight mein kuch dikhai nahi deta.,0
Auto-brightness feature properly kaam nahi karta.,0
"Navigation laggy hai, maps use karne mein dikkat hoti hai.",0
"Bluetooth kaam nahi karta, baar-baar disconnect hota hai.",0
"SAR value zyada hai, health ke liye dangerous lagta hai.",0
"Fast charging ka claim fake hai, normal speed par charge hota hai.",0
Camera ke colors bilkul natural nahi lagte.,0
Phone ka back panel heat hone lagta hai use karte waqt.,0
"Warranty claim karna ek nightmare hai, koi response nahi deta.",0
"Speakers bohot halki sound dete hain, videos enjoy nahi kar sakte.",0
"Proximity sensor kaam nahi karta, calls disconnect ho jaati hain.",0
"RAM management bekaar hai, apps background mein band ho jaati hain.",0
"Battery indicator accurate nahi hai, misleading numbers show karta hai.",0
Face unlock feature properly kaam nahi karta.,0
"Build cheap plastic ki lagti hai, premium feel nahi aata.",0
Display ke colors bohot dull lagte hain.,0
"Camera ka portrait mode bekaar hai, edges blur kar deta hai.",0
"Waterproof claim fake hai, thoda paani girte hi phone damage ho gaya.",0
"Microphone ki quality poor hai, voice properly record nahi hoti.",0
"Vibration motor bohot noisy hai, irritation hota hai.",0
Phone use karte waqt ads pop up hote rehte hain.,0
"5G ka support nahi hai, future proof phone nahi hai.",0
"SAR value bohot high hai, health ke liye safe nahi lagta.",0
"UI bohot complicated hai, new users ke liye friendly nahi.",0
Rear camera ke shots overexposed lagte hain.,0
Phone ka gyroscope properly kaam nahi karta.,0
Touchscreen kabhi-kabhi respond hi nahi karti.,0
Charging cable ek mahine mein hi kharab ho gayi.,0
Phone ki ek saal mein performance degrade hone lagi hai.,0
"Phone ka body slippery hai, easily gir jata hai.",0
Pre-installed apps uninstall nahi hoti hain.,0
Proximity sensor properly kaam nahi karta.,0
Battery usage ka analysis accurate nahi hai.,0
Camera lens ke andar dust particles aa gaye.,0
"Phone ka OS stable nahi hai, har waqt updates ki zarurat lagti hai.",0
Power button properly kaam nahi karta.,0
"Phone ki vibration bohot zyada hai, irritating lagti hai.",0
Screen protector lagane ke baad touch response kharab ho gaya.,0
Phone ka display bohot reflective hai.,0
"MicroSD card ka support nahi hai, storage manage karna mushkil hai.",0
Battery low hone par phone performance aur slow ho jata hai.,0
"Network signal weak hai, calls properly nahi lagti.",0
UI bohot outdated lagta hai.,0
Bloatware ke wajah se phone laggy lagta hai.,0
Headphone jack ke sound output me distortion hota hai.,0
"Face unlock slow hai, aur kabhi-kabhi kaam nahi karta.",0
Camera ke night mode ka output bekaar hai.,0
Fingerprint scanner bohot slow hai.,0
Speaker ki sound quality bilkul flat lagti hai.,0
Charging port proper fit nahi hota.,0
Performance heavy apps ke liye suitable nahi hai.,0
"GPS ka accuracy poor hai, navigation mein dikkat hoti hai.",0
"RAM optimization proper nahi hai, multitasking slow lagti hai.",0
Camera zoom karne par images blurry ho jaati hain.,0
Phone ke colors jaldi fade hone lagte hain.,0
Power saving mode kaam ka nahi hai.,0
Screen ke bezels bohot mote lagte hain.,0
Connectivity issues ke wajah se WiFi disconnect hota rehta hai.,0
Screen lock kabhi-kabhi automatically disable ho jata hai.,0
"Build quality cheap lagti hai, phone easily toot jata hai.",0
Charging ka port lose ho gaya within a month.,0
Battery usage analysis properly kaam nahi karta.,0
Notification lights ka color customize nahi kar sakte.,0
Heavy apps ke liye phone suitable nahi lagta.,0
"Camera me colors ka saturation zyada hai, natural nahi lagte.",0
Selfie camera photos overexposed lagti hain.,0
Heating issue bohot common hai.,0
Phone use karte waqt baar-baar lag hota hai.,0
Customer care ka response pathetic tha.,0
Is brand ke kapde bohot stylish aur comfortable hain.,2
Fabric itna soft hai ki pehan ke din ban jaata hai.,2
"Designs unique aur modern hain, sabko pasand aaye.",2
"Kapdon ki quality premium hai, bohot achha lagta hai.",2
Yeh brand hamesha trend ke sath hota hai.,2
"Fitting perfect hai, jaise mere liye custom-made ho.",2
"Colors vibrant hain, aur wash ke baad bhi fade nahi hote.",2
Kapdon ka collection hamesha classy aur fashionable hota hai.,2
Yeh brand price ke hisaab se total value for money hai.,2
Delivery bohot fast thi aur packaging bhi premium thi.,2
Kapde har occasion ke liye perfect hote hain.,2
"Main is brand ka loyal customer hoon, hamesha satisfied.",2
"Fabric lightweight hai, aur summers ke liye best hai.",2
Is brand ke kapde pehen ke compliments barish ki tarah milte hain.,2
"Kapdon ki stitching flawless hai, bilkul durable hain.",2
Style aur comfort ka perfect combination hai.,2
Customer service bohot helpful aur polite hai.,2
Kapdon ke prints unique aur eye-catching hain.,2
Har age group ke liye stylish options available hain.,2
Kapde comfortable hone ke sath-sath trendy bhi hain.,2
Yeh brand hamesha meri expectations se zyada deliver karta hai.,2
Sales aur discounts bohot ache hote hain.,2
Kapde affordable hone ke bawajood high-quality hain.,2
Festive collection itna sundar hai ki bas dil aa gaya.,2
Har season ke liye kapde available hote hain.,2
"Kapdon ki fitting aur look, dono perfect hain.",2
"Fabric skin-friendly hai, koi irritation nahi hoti.",2
Is brand ke kapde classy aur evergreen hain.,2
Mujhe inka casual wear bohot pasand hai.,2
Kapdon ke colors bilkul vibrant aur trendy hain.,2
Winter collection warm aur stylish hai.,2
Kapde bohot lightweight aur easy to carry hain.,2
Yeh brand naye designs mein hamesha top-notch rehta hai.,2
"Kapde wear and tear proof hain, bohot durable hain.",2
Kapdon ka packaging aur presentation bohot impressive tha.,2
Summer collection mein cool aur breathable fabrics hain.,2
"Kapdon ka fitting perfect hai, alterations ki zarurat nahi padti.",2
Customer reviews padke liya aur bilkul sahi decision tha.,2
Yeh brand apni promises hamesha fulfill karta hai.,2
Formal collection classy aur impressive hai.,2
Kapdon ka stitching detail bohot fine hai.,2
Yeh brand ke kapde sabse comfortable hain jo maine try kiye hain.,2
Mujhe inka loungewear collection pehen ke kaafi relaxed feel hota hai.,2
Is brand ke kapde sabki nazar khinch lete hain.,2
Kapdon ke patterns bohot creative aur fresh hain.,2
Fabric bilkul premium feel deta hai.,2
Is brand ka har product value for money hai.,2
Yeh brand har baar naye aur better products deliver karta hai.,2
Inka jeans collection sabse comfortable aur stylish hai.,2
Kapdon ke prints bohot unique aur attractive hain.,2
Customer care service kaafi cooperative aur professional hai.,2
Mujhe is brand ka collection sabse zyada versatile lagta hai.,2
Kapde pehen kar ekdum stylish aur confident feel hota hai.,2
Festive season mein yeh brand hamesha mere budget mein hota hai.,2
Kapdon ke designs aur patterns bohot innovative hain.,2
Is brand ke kapde har age ke log pehen sakte hain.,2
Kapde trend ke hisaab se hamesha ek kadam aage hote hain.,2
Yeh brand har season ke liye new and fresh collections launch karta hai.,2
Kapde bilkul premium quality aur affordable price mein available hain.,2
Yeh brand ka ethnic wear sabse zyada pasand aaya.,2
Kapde har function ke liye best options offer karte hain.,2
Yeh brand ka casual wear bilkul cool lagta hai.,2
Kapdon ke options bohot wide aur stylish hain.,2
Fabric skin-friendly aur bilkul lightweight hai.,2
Kapdon ka fit aur look dono 10/10 hain.,2
Yeh brand ke kapde meri first choice hamesha hote hain.,2
Kapdon ka comfort level unmatched hai.,2
Mujhe is brand ka jeans aur tops collection sabse zyada pasand aaya.,2
Delivery fast thi aur kapdon ka packaging elegant tha.,2
Kapdon ke prints wash ke baad bhi vibrant lagte hain.,2
Kapdon ka material high-quality aur durable hai.,2
Kapde stylish hone ke sath practical bhi hain.,2
Kapdon ka color bilkul unique aur attractive lagta hai.,2
Mujhe is brand ka saree collection bohot elegant laga.,2
Kapde office wear ke liye bilkul perfect hain.,2
Kapdon ke cuts aur designs kaafi flattering hain.,2
Fabric stretchable aur bilkul comfortable hai.,2
Mujhe inka workout collection sabse zyada pasand aaya.,2
Kapde hamesha fresh aur new trends ke sath aate hain.,2
Is brand ke kapde festivals mein pehen ke best lagte hain.,2
Kapdon ka material aur design dono top-notch hain.,2
Kapdon ki quality itni achhi hai ki bar-bar kharidne ka mann karta hai.,2
Kapdon ka fitting perfect aur sabse zyada flattering hai.,2
Is brand ke kapde fashion ke sath comfort ko balance karte hain.,2
Yeh brand budget-friendly hone ke bawajood premium quality deta hai.,2
"Kapde practical aur stylish dono hain, bohot pasand aaye.",2
Is brand ka jeans aur tops collection mere liye best hai.,2
Kapdon ka style aur color options kaafi diverse hain.,2
Yeh brand ka casual aur formal wear collection bohot acha hai.,2
"Yeh smartwatch bilkul useless hai, battery bohot jaldi drain hoti hai.",0
"Mera heart rate monitor accurate nahi hai, kuch samajh nahi aata.",0
"Iski display bahut dim hai, sunlight mein kuch bhi nahi dikhai deta.",0
"Iske features bohot confusing hain, use karne mein mushkil hoti hai.",0
"Battery backup bahut hi bekar hai, din bhar kaam karne ke baad bhi charge karna padta hai.",0
"Watch ko sync karna bohot tedious hai, baar baar disconnect ho jaata hai.",0
"Yeh watch apne aap restart hoti rehti hai, bohot irritating hai.",0
"Build quality achi nahi hai, thoda gir gaya toh damage ho gaya.",0
"Water resistant ka feature bas naam ka hai, pani mein dalne par damage ho gaya.",0
"Fitness tracking bilkul inaccurate hai, steps count karna galat ho jaata hai.",0
"Call notifications bahut late aati hain, kabhi kabhi miss ho jaati hain.",0
"Watch face options bohot limited hain, kuch bhi change nahi kar sakte.",0
"Yeh smartwatch mein GPS feature bohot bekar hai, tracking kabhi accurate nahi hoti.",0
"Pehna gaya uncomfortable hai, wrist pe irritation hoti hai.",0
"Watch ka design bohot outdated hai, looks cheap lagti hai.",0
"Voice assistant kaafi slow hai, commands samajhne mein dikkat hoti hai.",0
"Charging cable bohot short hai, convenient nahi hai.",0
"Sleep tracking ka feature galat data dikhata hai, sleep cycle track karne mein problem hoti hai.",0
"Fitness modes bohot kam hain, basic level tak hi limited hain.",0
"Call quality bohot poor hai, baat karne mein dikkat hoti hai.",0
"Iska display flicker karta hai, use karte waqt irritating hota hai.",0
"Watch ka performance slow hai, kuch bhi use karte waqt hang ho jaata hai.",0
Battery drain ho jaati hai jab bhi Wi-Fi ya Bluetooth on hota hai.,0
"Display touch response bohot slow hai, baar baar tap karna padta hai.",0
Yeh smartwatch high price ke hisaab se bilkul bhi value for money nahi hai.,0
"Fitness tracker kaafi inaccurate hai, weight loss ko track karna impossible ho jaata hai.",0
"Wrist pe pehna bahut heavy lagta hai, comfortable nahi hai.",0
"Watch faces customizable nahi hain, ek hi look hai.",0
Iska Bluetooth connection frequently disconnect ho jaata hai.,0
"Yeh smartwatch apps bohot limited hai, koi interesting app download nahi kar sakte.",0
"Voice calling feature kaafi low quality hai, sound bohot unclear hota hai.",0
"Heart rate monitor galat readings deta hai, bohot unreliable hai.",0
"Watch mein notifications clear nahi dikhayi deti, small font size hai.",0
"Yeh smartwatch bohot jaldi slow ho jaata hai, few weeks mein hi lag feel hone lagta hai.",0
"Watch ka strap bohot low quality ka hai, jaldi wear and tear hota hai.",0
Fitness tracker notifications baar baar delay hoti hain.,0
"Yeh watch bohot large hai, small wrist walon ke liye uncomfortable hai.",0
"Camera control feature kaafi useless hai, kabhi work nahi karta.",0
"Sleep monitor feature kaafi inaccurate hai, kabhi bhi data galat dikhata hai.",0
"Yeh smartwatch regularly freeze ho jaata hai, restart karna padta hai.",0
"Battery charging time bohot zyada hai, ghanto lag jaate hain.",0
"Yeh watch screen bahut fragile hai, easily crack ho jaati hai.",0
Watch ka performance time ke saath deteriorate ho jaata hai.,0
Yeh smartwatch ek hi brand ke phone ke saath hi properly connect hota hai.,0
"Watch mein apps bohot limited hain, basic functionalities ke alawa kuch nahi hai.",0
"Yeh smartwatch fitness ko track nahi karta, bohot inaccurate hai.",0
"GPS tracking feature kaafi bekar hai, map galat dikhata hai.",0
"Yeh watch ko control karne ke liye app bohot complex hai, samajh nahi aata.",0
"Pehne par heavy lagti hai, daily use ke liye uncomfortable hai.",0
"Yeh smartwatch ka display brightness kaafi kam hai, kabhi bhi clearly dekh nahi sakte.",0
"Yeh watch ka design bilkul bhi stylish nahi hai, outdated lagti hai.",0
Iski health monitoring features bohot inaccurate hain.,0
"Charging port bohot fragile hai, bahut jaldi damage ho jaata hai.",0
"Yeh smartwatch ka vibration feature kaafi weak hai, notifications feel nahi hoti.",0
Watch mein GPS functionality properly work nahi karti.,0
"Yeh smartwatch baar baar reset ho jaati hai, annoying ho jaata hai.",0
Yeh smartwatch waterproof hone ke bawajood thoda pani lagne par damage ho gayi.,0
"Watch ka display khudko adjust nahi kar pata, harsh sunlight mein use karna mushkil hota hai.",0
"Yeh smartwatch se calls receive karna bohot difficult hai, sound quality bohot low hai.",0
"Watch mein update karte waqt hamesha error aata hai, update ka process slow hai.",0
"Fitness tracking features bohot kamzor hai, accurate readings nahi milti.",0
Yeh smartwatch bohot slow ho jaati hai jab bohot saare apps open hote hain.,0
Yeh watch battery issues ke wajah se practically useless ho gayi hai.,0
"Watch ka touch screen kaafi unresponsive hai, baar baar tap karna padta hai.",0
"Yeh smartwatch jab bhi charge hoti hai, overheat ho jaati hai.",0
"Yeh watch bahut heavy hai, wrist pe uncomfortable feel hoti hai.",0
"Yeh watch fitness tracking mein bhi fail hai, steps accurate count nahi hote.",0
"Yeh watch ka display toh blur hota hai, kuch bhi clearly dekh nahi sakte.",0
"Watch ka design toh blur hai, stylish lagta nahi hai.",0
Yeh smartwatch ke sensors kabhi accurate readings nahi dete.,0
"Yeh watch display brightness mein improvement ki zaroorat hai, sunlight mein kuch bhi dikhayi nahi deta.",0
"Yeh smartwatch slow and laggy hai, use karte waqt frustration hoti hai.",0
"Yeh smartwatch ka quality build kaafi low hai, jaldi damage ho jaati hai.",0
Yeh smartwatch fitness tracking features bohot limited hain.,0
Yeh watch ka touch screen response bohot poor hai.,0
Yeh smartwatch daily use ke liye bilkul bhi convenient nahi hai.,0
"Yeh smartwatch mujhe time pe charge nahi hoti, battery issues hain.",0
Yeh smartwatch connectivity issues ke wajah se kaafi frustrating ho jaati hai.,0
"Yeh watch kabhi bhi data sync nahi karti, bohot baar try karne par bhi error milta hai.",0
Yeh smartwatch mein heart rate monitor galat data dikhata hai.,0
"Yeh smartwatch ka style bohot boring hai, kisi bhi occasion ke liye appropriate nahi lagti.",0
Yeh car bahut smooth aur comfortable hai!,2
"Mileage zabardast hai, pocket-friendly bhi hai.",2
"Looks mein top-notch, performance bhi best hai.",2
Long drives ke liye perfect car hai.,2
Engine powerful aur fuel-efficient hai.,2
Interior classy aur spacious hai.,2
Drive karte waqt luxury ka feel aata hai.,2
"Suspension itna smooth, gaddhe feel hi nahi hote.",2
Yeh car family ke liye perfect hai.,2
Road grip aur handling dono superb hain.,2
AC performance bahut acha hai.,2
Iska music system high quality hai.,2
Low maintenance aur high performance.,2
Safety features next level hain.,2
City driving ke liye ekdum best option.,2
Iska design futuristic lagta hai.,2
Resale value bhi achhi milti hai.,2
Raat mein iska headlight system kamaal ka hai.,2
Automatic variant driving ka mazza badha deta hai.,2
Pehli ride se hi iska feel premium hai.,2
Gear shifting smooth aur effortless hai.,2
"Iska ground clearance high hai, roads pe perfect hai.",2
Seats ka comfort unmatched hai.,2
Engine ki pickup ekdum zabardast hai.,2
Fuel consumption kaafi kam hai.,2
Road trips ke liye ek must-have car hai.,2
Build quality kaafi solid aur reliable hai.,2
Steering control bahut precise hai.,2
Bluetooth connectivity quick aur reliable hai.,2
Car ki speed aur balance ekdam perfect hai.,2
Eco mode fuel save karne mein madad karta hai.,2
Boot space kaafi large aur convenient hai.,2
Iske tyre ka grip bahut reliable hai.,2
On-road presence kaafi stylish hai.,2
Petrol aur diesel dono mein efficiency zabardast hai.,2
Top speed bahut smooth aur stable hai.,2
Noise cancellation andar kaafi acchi hai.,2
Drive karte waqt ekdum safe feel hota hai.,2
Smart features aur technology se loaded hai.,2
Daily commute ke liye bhi ekdam ideal car hai.,2
Iska AC fast cooling karta hai.,2
Ek compact aur feature-rich car hai.,2
Dashboard ka design kaafi modern hai.,2
Premium feel ke saath budget-friendly option hai.,2
Tyre quality bahut durable aur reliable hai.,2
Eco-friendly features bhi diye gaye hain.,2
Steering par controls kaafi convenient hain.,2
Luxury aur affordability ka perfect combo hai.,2
Engine sound kaafi refined hai.,2
In-city aur highway driving dono ke liye perfect.,2
Braking system ekdum responsive hai.,2
Drive karne mein mazza aa jata hai.,2
Seats foldable aur kaafi flexible hain.,2
Long term use ke liye reliable option hai.,2
Power steering bahut effortless lagta hai.,2
Smartphone integration seamless hai.,2
USB aur aux features easily accessible hain.,2
Hill driving ke liye kaafi safe aur powerful hai.,2
Family aur friends sab impressed ho gaye car se.,2
Color options kaafi attractive hain.,2
Horn ka sound bilkul balanced hai.,2
Battery backup aur charging speed kaafi achhi hai.,2
Automatic wipers aur sensors kaafi useful hain.,2
Sunroof ke saath ek luxury feel milti hai.,2
