Review,Sentiment
"Smart TV features kaafi slow hain, apps ko open hone mein time lagta hai.",Negative
"Remote ka response slow hai, kabhi kabhi buttons work nahi karte.",Negative
"Picture quality mein motion blur dikhta hai, fast scenes dekhne mein dikkat hoti hai.",Negative
"LED TV hone ke bawajood, display brightness utni achhi nahi hai.",Negative
"Installation process kaafi time-consuming tha, technician bhi late aaye the.",Negative
"Sound output kaafi low hai, volume full pe karne ke baad bhi clear nahi sunayi deta.",Negative
"Connectivity options limited hain, HDMI ports aur USB ports kaafi kam hain.",Negative
"TV ka viewing angle bohot narrow hai, sirf front se clear dikhayi deta hai.",Negative
"TV ka frame kaafi bulky hai, space kam ho jata hai.",Negative
"Android TV kaafi laggy hai, apps frequently crash karte hain.",Negative
"Screen size bohot chhoti hai, sab kuch properly dekhna mushkil hota hai.",Negative
"TV ka response time slow hai, channel switch karne mein time lagta hai.",Negative
Picture settings mein customization kaafi limited hain.,Negative
"Remote control bohot bulky hai, use karna convenient nahi lagta.",Negative
"TV ki brightness itni zyada nahi hai, din ke time screen dikhayi nahi deti.",Negative
"TV mein lag hoti hai, kabhi kabhi content buffer hone lagta hai.",Negative
"Voice search feature kaafi inaccurate hai, commands ko samajhne mein dikkat hoti hai.",Negative
"TV mein different picture modes kaafi useless hain, koi difference nahi padta.",Negative
"Sound clarity kaafi poor hai, high volume pe distortion hota hai.",Negative
"HDMI ports bohot kam hain, ek time pe ek hi device connect kar sakte hain.",Negative
"TV ka interface complicated hai, app navigation thoda mushkil hai.",Negative
"Picture quality bilkul sharp nahi hai, HD content bhi dheere dheere lagta hai.",Negative
"TV mein updates kaafi late aate hain, software kaafi outdated lagta hai.",Negative
"Refresh rate low hai, fast scenes mein lag aur blur hota hai.",Negative
"TV ka overall build quality kaafi weak hai, feel nahi aata.",Negative
"TV ka installation kit bhi missing tha, technician ko baar baar call karna pada.",Negative
"App store kaafi limited hai, koi new apps easily install nahi hoti.",Negative
"TV ka sound bar kaafi weak hai, thoda aur powerful hona chahiye tha.",Negative
"HDMI aur USB ports kaafi hard to reach hain, convenient nahi hain.",Negative
"TV ka interface thoda cluttered hai, pehle se hi sab cheezein visible nahi hoti.",Negative
"Picture contrast kaafi low hai, dark scenes mein koi details nahi dikhayi deti.",Negative
"TV mein streaming apps ka performance slow hai, buffering kaafi hota hai.",Negative
"TV mein voice recognition kaafi inaccurate hai, baar baar commands repeat karni padti hain.",Negative
"TV ka display pe reflections aate hain, sunlight mein dekhna mushkil ho jaata hai.",Negative
"Screen size bohot bada tha, room ke liye space jyada ho gaya tha.",Negative
"Remote ka design achha nahi hai, buttons ko press karna thoda mushkil hota hai.",Negative
"TV ka installation process complex tha, properly set up nahi ho paaya tha.",Negative
"Sound output kaafi metallic hai, natural sound experience nahi milta.",Negative
"TV mein Wi-Fi connection kaafi weak hai, baar baar disconnect hota hai.",Negative
"Picture brightness low hai, raat ke time thik se dekhna bhi mushkil hota hai.",Negative
"TV mein apps crash karte hain, kaafi frustrating hota hai.",Negative
"TV ka motion handling kaafi poor hai, fast moving scenes blur ho jaate hain.",Negative
"TV mein remote ka signal kabhi kabhi break ho jaata hai, response slow hota hai.",Negative
"TV ka setup process complicated tha, zaroori accessories bhi missing thi.",Negative
"Display kaafi dull hai, aur colors kaafi washed out lagte hain.",Negative
"TV mein input lag kaafi noticeable hai, gaming ke liye ideal nahi hai.",Negative
"Picture sharpness kaafi low hai, koi clear details nahi milti.",Negative
"Sound quality kaafi flat hai, bass zyada deep nahi hai.",Negative
"TV mein built-in apps kaafi slow hain, load hone mein time lagta hai.",Negative
Brightness adjust karne ka option kaafi limited hai.,Negative
"TV mein apps kaafi outdated hain, koi bhi update nahi milti.",Negative
"TV ka build quality bohot flimsy hai, feel nahi hota premium.",Negative
"Smart TV kaafi laggy hai, apps load karte waqt hang ho jata hai.",Negative
"Picture clarity ke liye TV kaafi bekar hai, colors unrealistic lagte hain.",Negative
"Sound system bohot average hai, movie experience utna accha nahi hota.",Negative
"TV ka screen size over-sized hai, chhote rooms ke liye suitable nahi hai.",Negative
"Remote kaafi complex hai, buttons ko press karna mushkil hota hai.",Negative
"TV ka interface laggy hai, apps ka performance slow hai.",Negative
"TV mein refresh rate low hai, fast action scenes ke liye bekar hai.",Negative
"TV ka viewing angle limited hai, bas front se achha dikhayi deta hai.",Negative
"Picture contrast accha nahi hai, scenes dull lagte hain.",Negative
"TV ki build quality kaafi cheap lagti hai, premium feel nahi milti.",Negative
"TV ke ports kaafi hard to access hain, connectivity thoda problematic hai.",Negative
"Sound quality kaafi low hai, volume badhane pe clarity loss ho jaati hai.",Negative
"TV ka motion handling bohot poor hai, fast moving scenes blur ho jate hain.",Negative
"Display brightness kaafi low hai, sunlight mein dekhna mushkil hota hai.",Negative
"TV mein HDMI ports kam hain, ek hi device connect kar sakte hain.",Negative
"TV mein voice assistant kaafi useless hai, commands properly samajhta nahi.",Negative
"TV ka software kaafi outdated hai, apps crash karte hain.",Negative
"TV mein color accuracy kaafi poor hai, unrealistic colors dikhayi dete hain.",Negative
"TV ka design outdated hai, bilkul modern look nahi hai.",Negative
"TV mein streaming services kaafi slow hain, buffering kaafi hota hai.",Negative
"TV ki overall quality kaafi disappointing hai, budget ke liye bhi accha nahi hai.",Negative
"Sound clarity kaafi poor hai, high volume par distortion hota hai.",Negative
"Display kaafi dull lagta hai, colors vibrant nahi dikhayi dete.",Negative
"Picture sharpness kaafi poor hai, kuch bhi sharp dikhayi nahi deta.",Negative
"TV mein voice search kaafi slow hai, commands samajhne mein time lagta hai.",Negative
TV ki brightness control karna kaafi mushkil hota hai.,Negative
"Remote ka response kaafi slow hai, kabhi kabhi remote ke buttons kaam nahi karte.",Negative
"TV ka color saturation kaafi low hai, natural look nahi milta.",Negative
"TV mein lag hota hai, apps load karte waqt freeze ho jaata hai.",Negative
"TV mein fast-moving scenes clear nahi dikhayi dete, motion blur bohot hota hai.",Negative
"TV ka interface complex hai, apps search karte waqt dikkatein hoti hain.",Negative
"Picture quality thik nahi hai, HD content bhi bilkul sharp nahi dikhta.",Negative
"TV ka installation time kaafi zyada tha, technician time par nahi aaya.",Negative
"TV ka app store kaafi limited hai, koi bhi new app easily available nahi hota.",Negative
"Yeh smartwatch bilkul useless hai, battery bohot jaldi drain hoti hai.",Negative
"Mera heart rate monitor accurate nahi hai, kuch samajh nahi aata.",Negative
"Iski display bahut dim hai, sunlight mein kuch bhi nahi dikhai deta.",Negative
"Iske features bohot confusing hain, use karne mein mushkil hoti hai.",Negative
"Battery backup bahut hi bekar hai, din bhar kaam karne ke baad bhi charge karna padta hai.",Negative
"Watch ko sync karna bohot tedious hai, baar baar disconnect ho jaata hai.",Negative
"Yeh watch apne aap restart hoti rehti hai, bohot irritating hai.",Negative
"Build quality achi nahi hai, thoda gir gaya toh damage ho gaya.",Negative
"Water resistant ka feature bas naam ka hai, pani mein dalne par damage ho gaya.",Negative
"Fitness tracking bilkul inaccurate hai, steps count karna galat ho jaata hai.",Negative
"Call notifications bahut late aati hain, kabhi kabhi miss ho jaati hain.",Negative
"Watch face options bohot limited hain, kuch bhi change nahi kar sakte.",Negative
"Yeh smartwatch mein GPS feature bohot bekar hai, tracking kabhi accurate nahi hoti.",Negative
"Pehna gaya uncomfortable hai, wrist pe irritation hoti hai.",Negative
"Watch ka design bohot outdated hai, looks cheap lagti hai.",Negative
"Voice assistant kaafi slow hai, commands samajhne mein dikkat hoti hai.",Negative
"Charging cable bohot short hai, convenient nahi hai.",Negative
"Sleep tracking ka feature galat data dikhata hai, sleep cycle track karne mein problem hoti hai.",Negative
"Fitness modes bohot kam hain, basic level tak hi limited hain.",Negative
"Call quality bohot poor hai, baat karne mein dikkat hoti hai.",Negative
"Iska display flicker karta hai, use karte waqt irritating hota hai.",Negative
"Watch ka performance slow hai, kuch bhi use karte waqt hang ho jaata hai.",Negative
Battery drain ho jaati hai jab bhi Wi-Fi ya Bluetooth on hota hai.,Negative
"Display touch response bohot slow hai, baar baar tap karna padta hai.",Negative
Yeh smartwatch high price ke hisaab se bilkul bhi value for money nahi hai.,Negative
"Fitness tracker kaafi inaccurate hai, weight loss ko track karna impossible ho jaata hai.",Negative
"Wrist pe pehna bahut heavy lagta hai, comfortable nahi hai.",Negative
"Watch faces customizable nahi hain, ek hi look hai.",Negative
Iska Bluetooth connection frequently disconnect ho jaata hai.,Negative
"Yeh smartwatch apps bohot limited hai, koi interesting app download nahi kar sakte.",Negative
"Voice calling feature kaafi low quality hai, sound bohot unclear hota hai.",Negative
"Heart rate monitor galat readings deta hai, bohot unreliable hai.",Negative
"Watch mein notifications clear nahi dikhayi deti, small font size hai.",Negative
"Yeh smartwatch bohot jaldi slow ho jaata hai, few weeks mein hi lag feel hone lagta hai.",Negative
"Watch ka strap bohot low quality ka hai, jaldi wear and tear hota hai.",Negative
Fitness tracker notifications baar baar delay hoti hain.,Negative
"Yeh watch bohot large hai, small wrist walon ke liye uncomfortable hai.",Negative
"Camera control feature kaafi useless hai, kabhi work nahi karta.",Negative
"Sleep monitor feature kaafi inaccurate hai, kabhi bhi data galat dikhata hai.",Negative
"Yeh smartwatch regularly freeze ho jaata hai, restart karna padta hai.",Negative
"Battery charging time bohot zyada hai, ghanto lag jaate hain.",Negative
"Yeh watch screen bahut fragile hai, easily crack ho jaati hai.",Negative
Watch ka performance time ke saath deteriorate ho jaata hai.,Negative
Yeh smartwatch ek hi brand ke phone ke saath hi properly connect hota hai.,Negative
"Watch mein apps bohot limited hain, basic functionalities ke alawa kuch nahi hai.",Negative
"Yeh smartwatch fitness ko track nahi karta, bohot inaccurate hai.",Negative
"GPS tracking feature kaafi bekar hai, map galat dikhata hai.",Negative
"Yeh watch ko control karne ke liye app bohot complex hai, samajh nahi aata.",Negative
"Pehne par heavy lagti hai, daily use ke liye uncomfortable hai.",Negative
"Yeh smartwatch ka display brightness kaafi kam hai, kabhi bhi clearly dekh nahi sakte.",Negative
"Yeh watch ka design bilkul bhi stylish nahi hai, outdated lagti hai.",Negative
Iski health monitoring features bohot inaccurate hain.,Negative
"Charging port bohot fragile hai, bahut jaldi damage ho jaata hai.",Negative
"Yeh smartwatch ka vibration feature kaafi weak hai, notifications feel nahi hoti.",Negative
Watch mein GPS functionality properly work nahi karti.,Negative
"Yeh smartwatch baar baar reset ho jaati hai, annoying ho jaata hai.",Negative
Yeh smartwatch waterproof hone ke bawajood thoda pani lagne par damage ho gayi.,Negative
"Watch ka display khudko adjust nahi kar pata, harsh sunlight mein use karna mushkil hota hai.",Negative
"Yeh smartwatch se calls receive karna bohot difficult hai, sound quality bohot low hai.",Negative
"Watch mein update karte waqt hamesha error aata hai, update ka process slow hai.",Negative
"Fitness tracking features bohot kamzor hai, accurate readings nahi milti.",Negative
Yeh smartwatch bohot slow ho jaati hai jab bohot saare apps open hote hain.,Negative
Yeh watch battery issues ke wajah se practically useless ho gayi hai.,Negative
"Watch ka touch screen kaafi unresponsive hai, baar baar tap karna padta hai.",Negative
"Yeh smartwatch jab bhi charge hoti hai, overheat ho jaati hai.",Negative
"Yeh watch bahut heavy hai, wrist pe uncomfortable feel hoti hai.",Negative
"Yeh watch fitness tracking mein bhi fail hai, steps accurate count nahi hote.",Negative
"Yeh watch ka display toh blur hota hai, kuch bhi clearly dekh nahi sakte.",Negative
"Watch ka design toh blur hai, stylish lagta nahi hai.",Negative
Yeh smartwatch ke sensors kabhi accurate readings nahi dete.,Negative
"Yeh watch display brightness mein improvement ki zaroorat hai, sunlight mein kuch bhi dikhayi nahi deta.",Negative
"Yeh smartwatch slow and laggy hai, use karte waqt frustration hoti hai.",Negative
"Yeh smartwatch ka quality build kaafi low hai, jaldi damage ho jaati hai.",Negative
Yeh smartwatch fitness tracking features bohot limited hain.,Negative
Yeh watch ka touch screen response bohot poor hai.,Negative
Yeh smartwatch daily use ke liye bilkul bhi convenient nahi hai.,Negative
"Yeh smartwatch mujhe time pe charge nahi hoti, battery issues hain.",Negative
Yeh smartwatch connectivity issues ke wajah se kaafi frustrating ho jaati hai.,Negative
"Yeh watch kabhi bhi data sync nahi karti, bohot baar try karne par bhi error milta hai.",Negative
Yeh smartwatch mein heart rate monitor galat data dikhata hai.,Negative
"Yeh smartwatch ka style bohot boring hai, kisi bhi occasion ke liye appropriate nahi lagti.",Negative
"Battery backup bilkul bekaar hai, pura din nahi chalti.",Negative
"Phone baar-baar hang hota hai, kaam karna mushkil hai.",Negative
"Camera quality ekdum ghatiya hai, photos bilkul blurry aati hain.",Negative
"Price ke hisaab se features nahi hain, paisa waste lagta hai.",Negative
Speaker ki sound quality bohot low hai.,Negative
"Network connectivity issue aata hai, calls disconnect ho jaati hain.",Negative
"Charging speed bahut slow hai, pura din lag jata hai charge hone me.",Negative
Display ka resolution bohot hi poor hai.,Negative
"Build quality cheap plastic ki lagti hai, bilkul durable nahi.",Negative
"Software updates nahi milte, phone outdated lagta hai.",Negative
Heating issue ke wajah se phone use karna mushkil ho gaya hai.,Negative
"Screen bahut jaldi scratch ho jaati hai, quality nahi hai.",Negative
"Touch response slow hai, bilkul smooth nahi lagta.",Negative
"Earphone jack kaam nahi karta properly, sound distort hoti hai.",Negative
"Fingerprint sensor accurate nahi hai, baar-baar error show karta hai.",Negative
Storage kam hai aur expand karne ka option bhi nahi diya.,Negative
"Auto-restart hone lagta hai, data loss ho jata hai.",Negative
"Design basic lagta hai, premium feel bilkul nahi deta.",Negative
"Gaming performance pathetic hai, frame drops hote hain.",Negative
"Customer service experience bohot bura tha, koi help nahi mili.",Negative
"Phone ki body bohot fragile hai, thoda sa girne par toot gaya.",Negative
Battery health ek mahine mein hi kharab ho gayi.,Negative
Dual SIM ka feature properly kaam nahi karta.,Negative
"Display mein light bleed hai, viewing experience kharab karta hai.",Negative
"Pre-installed apps zyada hain, storage waste ho gaya.",Negative
"WiFi connectivity issue rehta hai, baar-baar disconnect hota hai.",Negative
Call quality itni poor hai ki saamne wale ki awaaz nahi sunai deti.,Negative
"Camera mein night mode kaam ka nahi hai, bilkul dark photos aati hain.",Negative
Build quality itni poor hai ki ek mahine mein scratches aa gaye.,Negative
"Software crashes hote rehte hain, kaam nahi kar pata properly.",Negative
"Phone ka weight zyada hai, carry karna mushkil lagta hai.",Negative
Brightness itni low hai ki sunlight mein kuch dikhai nahi deta.,Negative
Auto-brightness feature properly kaam nahi karta.,Negative
"Navigation laggy hai, maps use karne mein dikkat hoti hai.",Negative
"Bluetooth kaam nahi karta, baar-baar disconnect hota hai.",Negative
"SAR value zyada hai, health ke liye dangerous lagta hai.",Negative
"Fast charging ka claim fake hai, normal speed par charge hota hai.",Negative
Camera ke colors bilkul natural nahi lagte.,Negative
Phone ka back panel heat hone lagta hai use karte waqt.,Negative
"Warranty claim karna ek nightmare hai, koi response nahi deta.",Negative
"Speakers bohot halki sound dete hain, videos enjoy nahi kar sakte.",Negative
"Proximity sensor kaam nahi karta, calls disconnect ho jaati hain.",Negative
"RAM management bekaar hai, apps background mein band ho jaati hain.",Negative
"Battery indicator accurate nahi hai, misleading numbers show karta hai.",Negative
Face unlock feature properly kaam nahi karta.,Negative
"Build cheap plastic ki lagti hai, premium feel nahi aata.",Negative
Display ke colors bohot dull lagte hain.,Negative
"Camera ka portrait mode bekaar hai, edges blur kar deta hai.",Negative
"Waterproof claim fake hai, thoda paani girte hi phone damage ho gaya.",Negative
"Microphone ki quality poor hai, voice properly record nahi hoti.",Negative
"Vibration motor bohot noisy hai, irritation hota hai.",Negative
Phone use karte waqt ads pop up hote rehte hain.,Negative
"5G ka support nahi hai, future proof phone nahi hai.",Negative
"SAR value bohot high hai, health ke liye safe nahi lagta.",Negative
"UI bohot complicated hai, new users ke liye friendly nahi.",Negative
Rear camera ke shots overexposed lagte hain.,Negative
Phone ka gyroscope properly kaam nahi karta.,Negative
Touchscreen kabhi-kabhi respond hi nahi karti.,Negative
Charging cable ek mahine mein hi kharab ho gayi.,Negative
Phone ki ek saal mein performance degrade hone lagi hai.,Negative
"Phone ka body slippery hai, easily gir jata hai.",Negative
Pre-installed apps uninstall nahi hoti hain.,Negative
Proximity sensor properly kaam nahi karta.,Negative
Battery usage ka analysis accurate nahi hai.,Negative
Camera lens ke andar dust particles aa gaye.,Negative
"Phone ka OS stable nahi hai, har waqt updates ki zarurat lagti hai.",Negative
Power button properly kaam nahi karta.,Negative
"Phone ki vibration bohot zyada hai, irritating lagti hai.",Negative
Screen protector lagane ke baad touch response kharab ho gaya.,Negative
Phone ka display bohot reflective hai.,Negative
"MicroSD card ka support nahi hai, storage manage karna mushkil hai.",Negative
Battery low hone par phone performance aur slow ho jata hai.,Negative
"Network signal weak hai, calls properly nahi lagti.",Negative
UI bohot outdated lagta hai.,Negative
Bloatware ke wajah se phone laggy lagta hai.,Negative
Headphone jack ke sound output me distortion hota hai.,Negative
"Face unlock slow hai, aur kabhi-kabhi kaam nahi karta.",Negative
Camera ke night mode ka output bekaar hai.,Negative
Fingerprint scanner bohot slow hai.,Negative
Speaker ki sound quality bilkul flat lagti hai.,Negative
Charging port proper fit nahi hota.,Negative
Performance heavy apps ke liye suitable nahi hai.,Negative
"GPS ka accuracy poor hai, navigation mein dikkat hoti hai.",Negative
"RAM optimization proper nahi hai, multitasking slow lagti hai.",Negative
Camera zoom karne par images blurry ho jaati hain.,Negative
Phone ke colors jaldi fade hone lagte hain.,Negative
Power saving mode kaam ka nahi hai.,Negative
Screen ke bezels bohot mote lagte hain.,Negative
Connectivity issues ke wajah se WiFi disconnect hota rehta hai.,Negative
Screen lock kabhi-kabhi automatically disable ho jata hai.,Negative
"Build quality cheap lagti hai, phone easily toot jata hai.",Negative
Charging ka port lose ho gaya within a month.,Negative
Battery usage analysis properly kaam nahi karta.,Negative
Notification lights ka color customize nahi kar sakte.,Negative
Heavy apps ke liye phone suitable nahi lagta.,Negative
"Camera me colors ka saturation zyada hai, natural nahi lagte.",Negative
Selfie camera photos overexposed lagti hain.,Negative
Heating issue bohot common hai.,Negative
Phone use karte waqt baar-baar lag hota hai.,Negative
Customer care ka response pathetic tha.,Negative
Is brand ke kapde bohot stylish aur comfortable hain.,Positive
Fabric itna soft hai ki pehan ke din ban jaata hai.,Positive
"Designs unique aur modern hain, sabko pasand aaye.",Positive
"Kapdon ki quality premium hai, bohot achha lagta hai.",Positive
Yeh brand hamesha trend ke sath hota hai.,Positive
"Fitting perfect hai, jaise mere liye custom-made ho.",Positive
"Colors vibrant hain, aur wash ke baad bhi fade nahi hote.",Positive
Kapdon ka collection hamesha classy aur fashionable hota hai.,Positive
Yeh brand price ke hisaab se total value for money hai.,Positive
Delivery bohot fast thi aur packaging bhi premium thi.,Positive
Kapde har occasion ke liye perfect hote hain.,Positive
"Main is brand ka loyal customer hoon, hamesha satisfied.",Positive
"Fabric lightweight hai, aur summers ke liye best hai.",Positive
Is brand ke kapde pehen ke compliments barish ki tarah milte hain.,Positive
"Kapdon ki stitching flawless hai, bilkul durable hain.",Positive
Style aur comfort ka perfect combination hai.,Positive
Customer service bohot helpful aur polite hai.,Positive
Kapdon ke prints unique aur eye-catching hain.,Positive
Har age group ke liye stylish options available hain.,Positive
Kapde comfortable hone ke sath-sath trendy bhi hain.,Positive
Yeh brand hamesha meri expectations se zyada deliver karta hai.,Positive
Sales aur discounts bohot ache hote hain.,Positive
Kapde affordable hone ke bawajood high-quality hain.,Positive
Festive collection itna sundar hai ki bas dil aa gaya.,Positive
Har season ke liye kapde available hote hain.,Positive
"Kapdon ki fitting aur look, dono perfect hain.",Positive
"Fabric skin-friendly hai, koi irritation nahi hoti.",Positive
Is brand ke kapde classy aur evergreen hain.,Positive
Mujhe inka casual wear bohot pasand hai.,Positive
Kapdon ke colors bilkul vibrant aur trendy hain.,Positive
Winter collection warm aur stylish hai.,Positive
Kapde bohot lightweight aur easy to carry hain.,Positive
Yeh brand naye designs mein hamesha top-notch rehta hai.,Positive
"Kapde wear and tear proof hain, bohot durable hain.",Positive
Kapdon ka packaging aur presentation bohot impressive tha.,Positive
Summer collection mein cool aur breathable fabrics hain.,Positive
"Kapdon ka fitting perfect hai, alterations ki zarurat nahi padti.",Positive
Customer reviews padke liya aur bilkul sahi decision tha.,Positive
Yeh brand apni promises hamesha fulfill karta hai.,Positive
Formal collection classy aur impressive hai.,Positive
Kapdon ka stitching detail bohot fine hai.,Positive
Yeh brand ke kapde sabse comfortable hain jo maine try kiye hain.,Positive
Mujhe inka loungewear collection pehen ke kaafi relaxed feel hota hai.,Positive
Is brand ke kapde sabki nazar khinch lete hain.,Positive
Kapdon ke patterns bohot creative aur fresh hain.,Positive
Fabric bilkul premium feel deta hai.,Positive
Is brand ka har product value for money hai.,Positive
Yeh brand har baar naye aur better products deliver karta hai.,Positive
Inka jeans collection sabse comfortable aur stylish hai.,Positive
Kapdon ke prints bohot unique aur attractive hain.,Positive
Customer care service kaafi cooperative aur professional hai.,Positive
Mujhe is brand ka collection sabse zyada versatile lagta hai.,Positive
Kapde pehen kar ekdum stylish aur confident feel hota hai.,Positive
Festive season mein yeh brand hamesha mere budget mein hota hai.,Positive
Kapdon ke designs aur patterns bohot innovative hain.,Positive
Is brand ke kapde har age ke log pehen sakte hain.,Positive
Kapde trend ke hisaab se hamesha ek kadam aage hote hain.,Positive
Yeh brand har season ke liye new and fresh collections launch karta hai.,Positive
Kapde bilkul premium quality aur affordable price mein available hain.,Positive
Yeh brand ka ethnic wear sabse zyada pasand aaya.,Positive
Kapde har function ke liye best options offer karte hain.,Positive
Yeh brand ka casual wear bilkul cool lagta hai.,Positive
Kapdon ke options bohot wide aur stylish hain.,Positive
Fabric skin-friendly aur bilkul lightweight hai.,Positive
Kapdon ka fit aur look dono 10/10 hain.,Positive
Yeh brand ke kapde meri first choice hamesha hote hain.,Positive
Kapdon ka comfort level unmatched hai.,Positive
Mujhe is brand ka jeans aur tops collection sabse zyada pasand aaya.,Positive
Delivery fast thi aur kapdon ka packaging elegant tha.,Positive
Kapdon ke prints wash ke baad bhi vibrant lagte hain.,Positive
Kapdon ka material high-quality aur durable hai.,Positive
Kapde stylish hone ke sath practical bhi hain.,Positive
Kapdon ka color bilkul unique aur attractive lagta hai.,Positive
Mujhe is brand ka saree collection bohot elegant laga.,Positive
Kapde office wear ke liye bilkul perfect hain.,Positive
Kapdon ke cuts aur designs kaafi flattering hain.,Positive
Fabric stretchable aur bilkul comfortable hai.,Positive
Mujhe inka workout collection sabse zyada pasand aaya.,Positive
Kapde hamesha fresh aur new trends ke sath aate hain.,Positive
Is brand ke kapde festivals mein pehen ke best lagte hain.,Positive
Kapdon ka material aur design dono top-notch hain.,Positive
Kapdon ki quality itni achhi hai ki bar-bar kharidne ka mann karta hai.,Positive
Kapdon ka fitting perfect aur sabse zyada flattering hai.,Positive
Is brand ke kapde fashion ke sath comfort ko balance karte hain.,Positive
Yeh brand budget-friendly hone ke bawajood premium quality deta hai.,Positive
"Kapde practical aur stylish dono hain, bohot pasand aaye.",Positive
Is brand ka jeans aur tops collection mere liye best hai.,Positive
Kapdon ka style aur color options kaafi diverse hain.,Positive
Yeh brand ka casual aur formal wear collection bohot acha hai.,Positive
"Yeh smartwatch bilkul useless hai, battery bohot jaldi drain hoti hai.",Negative
"Mera heart rate monitor accurate nahi hai, kuch samajh nahi aata.",Negative
"Iski display bahut dim hai, sunlight mein kuch bhi nahi dikhai deta.",Negative
"Iske features bohot confusing hain, use karne mein mushkil hoti hai.",Negative
"Battery backup bahut hi bekar hai, din bhar kaam karne ke baad bhi charge karna padta hai.",Negative
"Watch ko sync karna bohot tedious hai, baar baar disconnect ho jaata hai.",Negative
"Yeh watch apne aap restart hoti rehti hai, bohot irritating hai.",Negative
"Build quality achi nahi hai, thoda gir gaya toh damage ho gaya.",Negative
"Water resistant ka feature bas naam ka hai, pani mein dalne par damage ho gaya.",Negative
"Fitness tracking bilkul inaccurate hai, steps count karna galat ho jaata hai.",Negative
"Call notifications bahut late aati hain, kabhi kabhi miss ho jaati hain.",Negative
"Watch face options bohot limited hain, kuch bhi change nahi kar sakte.",Negative
"Yeh smartwatch mein GPS feature bohot bekar hai, tracking kabhi accurate nahi hoti.",Negative
"Pehna gaya uncomfortable hai, wrist pe irritation hoti hai.",Negative
"Watch ka design bohot outdated hai, looks cheap lagti hai.",Negative
"Voice assistant kaafi slow hai, commands samajhne mein dikkat hoti hai.",Negative
"Charging cable bohot short hai, convenient nahi hai.",Negative
"Sleep tracking ka feature galat data dikhata hai, sleep cycle track karne mein problem hoti hai.",Negative
"Fitness modes bohot kam hain, basic level tak hi limited hain.",Negative
"Call quality bohot poor hai, baat karne mein dikkat hoti hai.",Negative
"Iska display flicker karta hai, use karte waqt irritating hota hai.",Negative
"Watch ka performance slow hai, kuch bhi use karte waqt hang ho jaata hai.",Negative
Battery drain ho jaati hai jab bhi Wi-Fi ya Bluetooth on hota hai.,Negative
"Display touch response bohot slow hai, baar baar tap karna padta hai.",Negative
Yeh smartwatch high price ke hisaab se bilkul bhi value for money nahi hai.,Negative
"Fitness tracker kaafi inaccurate hai, weight loss ko track karna impossible ho jaata hai.",Negative
"Wrist pe pehna bahut heavy lagta hai, comfortable nahi hai.",Negative
"Watch faces customizable nahi hain, ek hi look hai.",Negative
Iska Bluetooth connection frequently disconnect ho jaata hai.,Negative
"Yeh smartwatch apps bohot limited hai, koi interesting app download nahi kar sakte.",Negative
"Voice calling feature kaafi low quality hai, sound bohot unclear hota hai.",Negative
"Heart rate monitor galat readings deta hai, bohot unreliable hai.",Negative
"Watch mein notifications clear nahi dikhayi deti, small font size hai.",Negative
"Yeh smartwatch bohot jaldi slow ho jaata hai, few weeks mein hi lag feel hone lagta hai.",Negative
"Watch ka strap bohot low quality ka hai, jaldi wear and tear hota hai.",Negative
Fitness tracker notifications baar baar delay hoti hain.,Negative
"Yeh watch bohot large hai, small wrist walon ke liye uncomfortable hai.",Negative
"Camera control feature kaafi useless hai, kabhi work nahi karta.",Negative
"Sleep monitor feature kaafi inaccurate hai, kabhi bhi data galat dikhata hai.",Negative
"Yeh smartwatch regularly freeze ho jaata hai, restart karna padta hai.",Negative
"Battery charging time bohot zyada hai, ghanto lag jaate hain.",Negative
"Yeh watch screen bahut fragile hai, easily crack ho jaati hai.",Negative
Watch ka performance time ke saath deteriorate ho jaata hai.,Negative
Yeh smartwatch ek hi brand ke phone ke saath hi properly connect hota hai.,Negative
"Watch mein apps bohot limited hain, basic functionalities ke alawa kuch nahi hai.",Negative
"Yeh smartwatch fitness ko track nahi karta, bohot inaccurate hai.",Negative
"GPS tracking feature kaafi bekar hai, map galat dikhata hai.",Negative
"Yeh watch ko control karne ke liye app bohot complex hai, samajh nahi aata.",Negative
"Pehne par heavy lagti hai, daily use ke liye uncomfortable hai.",Negative
"Yeh smartwatch ka display brightness kaafi kam hai, kabhi bhi clearly dekh nahi sakte.",Negative
"Yeh watch ka design bilkul bhi stylish nahi hai, outdated lagti hai.",Negative
Iski health monitoring features bohot inaccurate hain.,Negative
"Charging port bohot fragile hai, bahut jaldi damage ho jaata hai.",Negative
"Yeh smartwatch ka vibration feature kaafi weak hai, notifications feel nahi hoti.",Negative
Watch mein GPS functionality properly work nahi karti.,Negative
"Yeh smartwatch baar baar reset ho jaati hai, annoying ho jaata hai.",Negative
Yeh smartwatch waterproof hone ke bawajood thoda pani lagne par damage ho gayi.,Negative
"Watch ka display khudko adjust nahi kar pata, harsh sunlight mein use karna mushkil hota hai.",Negative
"Yeh smartwatch se calls receive karna bohot difficult hai, sound quality bohot low hai.",Negative
"Watch mein update karte waqt hamesha error aata hai, update ka process slow hai.",Negative
"Fitness tracking features bohot kamzor hai, accurate readings nahi milti.",Negative
Yeh smartwatch bohot slow ho jaati hai jab bohot saare apps open hote hain.,Negative
Yeh watch battery issues ke wajah se practically useless ho gayi hai.,Negative
